1678461942230,1172,LoginVerificationCmdByEmail,200,OK,Game_ID 1-1,text,true,,38889,515,1,1,https://cegameqa.iimb.ac.in/ceware/LoginVerificationCmdByEmail,1158,0,895
1678461943476,9977,CreateGame,200,OK,Game_ID 1-1,text,true,,994,4819,1,1,https://cegameqa.iimb.ac.in/ceware/ManageGameCmd,9975,0,0
1678461953497,5556,InvitePlayersCmd,200,OK,Thread Group- invite and start 2-1,text,true,,31432,344,1,1,http://cegameqa.iimb.ac.in/ceware/InvitePlayersCmd,5556,0,13
1678461959066,154,startGame,200,OK,Thread Group- invite and start 2-1,text,true,,927,442,1,1,http://cegameqa.iimb.ac.in/ceware/ManageGameCmd,154,0,0
1678461959333,2499,RegisterUserByEmail_HQ,200,OK,Thread Group- HQ_players 3-1,text,true,,1220,588,32,32,http://cegameqa.iimb.ac.in/ceware/RegisterUserByEmail,2499,0,133
1678461959514,2586,RegisterUserByEmail_HQ,200,OK,Thread Group- HQ_players 3-4,text,true,,1220,588,32,32,http://cegameqa.iimb.ac.in/ceware/RegisterUserByEmail,2586,0,62
1678461959569,2577,RegisterUserByEmail_HQ,200,OK,Thread Group- HQ_players 3-5,text,true,,1220,588,32,32,http://cegameqa.iimb.ac.in/ceware/RegisterUserByEmail,2576,0,5
1678461959344,2835,RegisterUserByEmail_HQ,200,OK,Thread Group- HQ_players 3-2,text,true,,1220,588,32,32,http://cegameqa.iimb.ac.in/ceware/RegisterUserByEmail,2835,0,121
1678461959350,2835,RegisterUserByEmail_HQ,200,OK,Thread Group- HQ_players 3-3,text,true,,1220,588,32,32,http://cegameqa.iimb.ac.in/ceware/RegisterUserByEmail,2835,0,115
1678461959751,2514,RegisterUserByEmail_HQ,200,OK,Thread Group- HQ_players 3-10,text,true,,1220,588,32,32,http://cegameqa.iimb.ac.in/ceware/RegisterUserByEmail,2514,0,52
1678461959739,2561,RegisterUserByEmail_HQ,200,OK,Thread Group- HQ_players 3-8,text,true,,1220,588,32,32,http://cegameqa.iimb.ac.in/ceware/RegisterUserByEmail,2561,0,63
1678461959774,2556,RegisterUserByEmail_HQ,200,OK,Thread Group- HQ_players 3-13,text,true,,1222,588,32,32,http://cegameqa.iimb.ac.in/ceware/RegisterUserByEmail,2555,0,33
1678461959757,2597,RegisterUserByEmail_HQ,200,OK,Thread Group- HQ_players 3-11,text,true,,1222,588,32,32,http://cegameqa.iimb.ac.in/ceware/RegisterUserByEmail,2597,0,46
1678461959701,2690,RegisterUserByEmail_HQ,200,OK,Thread Group- HQ_players 3-6,text,true,,1220,588,32,32,http://cegameqa.iimb.ac.in/ceware/RegisterUserByEmail,2687,0,93
