1678778665947,3530,LoginVerificationCmdByEmail,200,OK,Game_ID 1-1,text,true,,38889,515,1,1,https://cegameqa.iimb.ac.in/ceware/LoginVerificationCmdByEmail,3515,0,1218
1678778669568,3444,CreateGame,200,OK,Game_ID 1-1,text,true,,994,4827,1,1,https://cegameqa.iimb.ac.in/ceware/ManageGameCmd,3444,0,0
1678778673077,38,InvitePlayersCmd,401,Unauthorized,Thread Group- invite and start 2-1,text,false,,1715,344,1,1,http://cegameqa.iimb.ac.in/ceware/InvitePlayersCmd,38,0,6
1678778673123,7,startGame,401,Unauthorized,Thread Group- invite and start 2-1,text,false,,1715,442,1,1,http://cegameqa.iimb.ac.in/ceware/ManageGameCmd,7,0,0
1678778673289,101,RegisterUserByEmail_HQ,200,OK,Thread Group- HQ_players 3-1,text,true,,1221,588,6,6,http://cegameqa.iimb.ac.in/ceware/RegisterUserByEmail,100,0,6
1678778673291,111,RegisterUserByEmail_HQ,200,OK,Thread Group- HQ_players 3-2,text,true,,1221,588,6,6,http://cegameqa.iimb.ac.in/ceware/RegisterUserByEmail,111,0,4
1678778673316,179,RegisterUserByEmail_HQ,200,OK,Thread Group- HQ_players 3-3,text,true,,1221,588,10,10,http://cegameqa.iimb.ac.in/ceware/RegisterUserByEmail,178,0,47
1678778673353,180,RegisterUserByEmail_HQ,200,OK,Thread Group- HQ_players 3-4,text,true,,1221,588,10,10,http://cegameqa.iimb.ac.in/ceware/RegisterUserByEmail,180,0,10
1678778673396,164,LoginVerificationCmdByEmail_HQ,200,OK,Thread Group- HQ_players 3-1,text,true,,38879,524,10,10,http://cegameqa.iimb.ac.in/ceware/LoginVerificationCmdByEmail,163,0,0
1678778673366,229,RegisterUserByEmail_HQ,200,OK,Thread Group- HQ_players 3-6,text,true,,1221,588,10,10,http://cegameqa.iimb.ac.in/ceware/RegisterUserByEmail,229,0,33
1678778673461,215,RegisterUserByEmail_HQ,200,OK,Thread Group- HQ_players 3-9,text,true,,1221,588,11,11,http://cegameqa.iimb.ac.in/ceware/RegisterUserByEmail,214,0,8
1678778673402,288,LoginVerificationCmdByEmail_HQ,200,OK,Thread Group- HQ_players 3-2,text,true,,38879,524,11,11,http://cegameqa.iimb.ac.in/ceware/LoginVerificationCmdByEmail,280,0,0
1678778673410,306,RegisterUserByEmail_HQ,200,OK,Thread Group- HQ_players 3-7,text,true,,1221,588,11,11,http://cegameqa.iimb.ac.in/ceware/RegisterUserByEmail,306,0,57
1678778673414,356,RegisterUserByEmail_HQ,200,OK,Thread Group- HQ_players 3-5,text,true,,1221,588,17,17,http://cegameqa.iimb.ac.in/ceware/RegisterUserByEmail,355,0,55
1678778673496,377,LoginVerificationCmdByEmail_HQ,200,OK,Thread Group- HQ_players 3-3,text,true,,38879,524,17,17,http://cegameqa.iimb.ac.in/ceware/LoginVerificationCmdByEmail,377,0,0
1678778673473,414,RegisterUserByEmail_HQ,200,OK,Thread Group- HQ_players 3-10,text,true,,1221,588,17,17,http://cegameqa.iimb.ac.in/ceware/RegisterUserByEmail,414,0,116
1678778673536,342,LoginVerificationCmdByEmail_HQ,200,OK,Thread Group- HQ_players 3-4,text,true,,38879,524,17,17,http://cegameqa.iimb.ac.in/ceware/LoginVerificationCmdByEmail,342,0,0
1678778673450,538,RegisterUserByEmail_HQ,200,OK,Thread Group- HQ_players 3-8,text,true,,1221,588,17,17,http://cegameqa.iimb.ac.in/ceware/RegisterUserByEmail,537,0,148
1678778673597,430,LoginVerificationCmdByEmail_HQ,200,OK,Thread Group- HQ_players 3-6,text,true,,38879,524,18,18,http://cegameqa.iimb.ac.in/ceware/LoginVerificationCmdByEmail,429,0,0
1678778673677,380,LoginVerificationCmdByEmail_HQ,200,OK,Thread Group- HQ_players 3-9,text,true,,38879,524,20,20,http://cegameqa.iimb.ac.in/ceware/LoginVerificationCmdByEmail,379,0,0
1678778673717,423,LoginVerificationCmdByEmail_HQ,200,OK,Thread Group- HQ_players 3-7,text,true,,38879,524,22,22,http://cegameqa.iimb.ac.in/ceware/LoginVerificationCmdByEmail,423,0,0
1678778673599,563,RegisterUserByEmail_HQ,200,OK,Thread Group- HQ_players 3-11,text,true,,1223,588,22,22,http://cegameqa.iimb.ac.in/ceware/RegisterUserByEmail,563,0,123
